analysis_name,mutation_rate,epimutation_rate,backepi_rate,w11,w22,w33,w44,w12,w13,w14,w23,w24,w34,h,solns,p1,p2,p3,p4,p2_p4_sum,p2_p4_estimate,p2_p4_mutselbalance,,,
dominancecoeff,1.00E-07,0.001,0.01,1,0.99,1,1,0.990130698,1,1,0.990130698,0.990130698,1,0.986930183,2,0.909079959,1.01325E-05,0.090907996,1.91235E-06,1.20449E-05,1.11E-05,1.01E-05,,,
dominancecoeff,1.00E-07,0.001,0.01,1,0.99,1,1,0.990113225,1,1,0.990113225,0.990113225,1,0.988677451,2,0.909079977,1.01146E-05,0.090907998,1.91056E-06,1.20252E-05,1.11E-05,1.01E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.996857228,1,1,0.996857228,0.996857228,1,0.314277194,2,0.990067183,3.18178E-05,0.009900672,3.27079E-07,3.21449E-05,3.21E-05,3.18E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991758921,1,1,0.991758921,0.991758921,1,0.824107862,2,0.990086867,1.21344E-05,0.009900869,1.30245E-07,1.22647E-05,1.23E-05,1.21E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.995707264,1,1,0.995707264,0.995707264,1,0.429273586,2,0.990075706,2.3295E-05,0.009900757,2.41851E-07,2.35368E-05,2.35E-05,2.33E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.998121194,1,1,0.998121194,0.998121194,1,0.187880615,2,0.990045785,5.32159E-05,0.009900458,5.4106E-07,5.37569E-05,5.38E-05,5.32E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991901792,1,1,0.991901792,0.991901792,1,0.809820807,2,0.990086653,1.23485E-05,0.009900867,1.32386E-07,1.24809E-05,1.25E-05,1.23E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991372749,1,1,0.991372749,0.991372749,1,0.862725124,2,0.99008741,1.15913E-05,0.009900874,1.24814E-07,1.17161E-05,1.17E-05,1.16E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993834367,1,1,0.993834367,0.993834367,1,0.616563266,2,0.990082782,1.6219E-05,0.009900828,1.71091E-07,1.63901E-05,1.64E-05,1.62E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993560888,1,1,0.993560888,0.993560888,1,0.643911151,2,0.990083471,1.55302E-05,0.009900835,1.64203E-07,1.56944E-05,1.57E-05,1.55E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990082313,1,1,0.990082313,0.990082313,1,0.991768656,2,0.990088918,1.00831E-05,0.009900889,1.09732E-07,1.01928E-05,1.02E-05,1.01E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99031431,1,1,0.99031431,0.99031431,1,0.968569037,2,0.990088676,1.03246E-05,0.009900887,1.12147E-07,1.04368E-05,1.04E-05,1.03E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99226487,1,1,0.99226487,0.99226487,1,0.773513047,2,0.990086073,1.29281E-05,0.009900861,1.38182E-07,1.30663E-05,1.31E-05,1.29E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.995255406,1,1,0.995255406,0.995255406,1,0.474459374,2,0.990077925,2.10766E-05,0.009900779,2.19667E-07,2.12962E-05,2.13E-05,2.11E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.995262359,1,1,0.995262359,0.995262359,1,0.473764064,2,0.990077894,2.11075E-05,0.009900779,2.19976E-07,2.13275E-05,2.13E-05,2.11E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.999582959,1,1,0.999582959,0.999582959,1,0.041704141,2,0.989860467,0.000238534,0.009898605,2.39424E-06,0.000240928,2.42E-04,2.40E-04,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.996245879,1,1,0.996245879,0.996245879,1,0.375412062,2,0.990072364,2.66369E-05,0.009900724,2.7527E-07,2.69122E-05,2.69E-05,2.66E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990448564,1,1,0.990448564,0.990448564,1,0.955143577,2,0.990088531,1.04697E-05,0.009900885,1.13598E-07,1.05833E-05,1.06E-05,1.05E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.998047469,1,1,0.998047469,0.998047469,1,0.195253104,2,0.990047794,5.12074E-05,0.009900478,5.20975E-07,5.17284E-05,5.17E-05,5.12E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.998936957,1,1,0.998936957,0.998936957,1,0.106304306,2,0.990004997,9.40041E-05,0.00990005,9.48942E-07,9.4953E-05,9.50E-05,9.41E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.996139184,1,1,0.996139184,0.996139184,1,0.386081583,2,0.9900731,2.59009E-05,0.009900731,2.6791E-07,2.61688E-05,2.62E-05,2.59E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997346765,1,1,0.997346765,0.997346765,1,0.265323522,2,0.990061314,3.76873E-05,0.009900613,3.85774E-07,3.80731E-05,3.81E-05,3.77E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993047646,1,1,0.993047646,0.993047646,1,0.695235402,2,0.990084617,1.43837E-05,0.009900846,1.52738E-07,1.45365E-05,1.45E-05,1.44E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990233369,1,1,0.990233369,0.990233369,1,0.976663083,2,0.990088762,1.0239E-05,0.009900888,1.11291E-07,1.03503E-05,1.03E-05,1.02E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99707427,1,1,0.99707427,0.99707427,1,0.292573037,2,0.990064823,3.41778E-05,0.009900648,3.50679E-07,3.45285E-05,3.45E-05,3.42E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993253555,1,1,0.993253555,0.993253555,1,0.674644477,2,0.990084178,1.48227E-05,0.009900842,1.57128E-07,1.49799E-05,1.50E-05,1.48E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997212754,1,1,0.997212754,0.997212754,1,0.278724628,2,0.990063125,3.58757E-05,0.009900631,3.67658E-07,3.62433E-05,3.62E-05,3.59E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.994690664,1,1,0.994690664,0.994690664,1,0.530933589,2,0.990080166,1.88348E-05,0.009900802,1.97249E-07,1.9032E-05,1.90E-05,1.88E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997015045,1,1,0.997015045,0.997015045,1,0.298495529,2,0.990065501,3.34998E-05,0.009900655,3.43899E-07,3.38437E-05,3.38E-05,3.35E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993821679,1,1,0.993821679,0.993821679,1,0.617832138,2,0.990082815,1.61857E-05,0.009900828,1.70758E-07,1.63565E-05,1.63E-05,1.62E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.995496274,1,1,0.995496274,0.995496274,1,0.450372571,2,0.990076797,2.22037E-05,0.009900768,2.30938E-07,2.24347E-05,2.24E-05,2.22E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.995526058,1,1,0.995526058,0.995526058,1,0.447394219,2,0.99007665,2.23515E-05,0.009900766,2.32416E-07,2.25839E-05,2.26E-05,2.24E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99706232,1,1,0.99706232,0.99706232,1,0.293768,2,0.990064962,3.40388E-05,0.00990065,3.49289E-07,3.43881E-05,3.44E-05,3.40E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993860284,1,1,0.993860284,0.993860284,1,0.613971553,2,0.990082714,1.62875E-05,0.009900827,1.71776E-07,1.64593E-05,1.65E-05,1.63E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.998722965,1,1,0.998722965,0.998722965,1,0.127703466,2,0.99002073,7.82707E-05,0.009900207,7.91608E-07,7.90623E-05,7.91E-05,7.83E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990394069,1,1,0.990394069,0.990394069,1,0.96059306,2,0.990088591,1.04103E-05,0.009900886,1.13004E-07,1.05233E-05,1.05E-05,1.04E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99777005,1,1,0.99777005,0.99777005,1,0.22299505,2,0.990054162,4.4839E-05,0.009900542,4.57291E-07,4.52963E-05,4.53E-05,4.48E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.999005646,1,1,0.999005646,0.999005646,1,0.099435438,2,0.989998515,0.000100486,0.009899985,1.01377E-06,0.0001015,1.02E-04,1.01E-04,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.999772818,1,1,0.999772818,0.999772818,1,0.022718168,2,0.989666678,0.000432323,0.009896667,4.33213E-06,0.000436655,4.45E-04,4.40E-04,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990017321,1,1,0.990017321,0.990017321,1,0.99826793,2,0.990088984,1.00174E-05,0.00990089,1.09076E-07,1.01265E-05,1.01E-05,1.00E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991880688,1,1,0.991880688,0.991880688,1,0.811931197,2,0.990086685,1.23164E-05,0.009900867,1.32065E-07,1.24485E-05,1.24E-05,1.23E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991532639,1,1,0.991532639,0.991532639,1,0.846736107,2,0.990087191,1.18102E-05,0.009900872,1.27003E-07,1.19372E-05,1.19E-05,1.18E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.992748771,1,1,0.992748771,0.992748771,1,0.725122865,2,0.99008521,1.37909E-05,0.009900852,1.4681E-07,1.39377E-05,1.39E-05,1.38E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993271026,1,1,0.993271026,0.993271026,1,0.672897371,2,0.99008414,1.48612E-05,0.009900841,1.57513E-07,1.50187E-05,1.50E-05,1.49E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99694996,1,1,0.99694996,0.99694996,1,0.305003968,2,0.990066216,3.27851E-05,0.009900662,3.36752E-07,3.31218E-05,3.31E-05,3.28E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997179082,1,1,0.997179082,0.997179082,1,0.282091849,2,0.990063554,3.54475E-05,0.009900636,3.63376E-07,3.58109E-05,3.58E-05,3.54E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993564768,1,1,0.993564768,0.993564768,1,0.643523177,2,0.990083462,1.55396E-05,0.009900835,1.64297E-07,1.57039E-05,1.57E-05,1.55E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990452713,1,1,0.990452713,0.990452713,1,0.954728717,2,0.990088527,1.04743E-05,0.009900885,1.13644E-07,1.05879E-05,1.06E-05,1.05E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.995192646,1,1,0.995192646,0.995192646,1,0.480735444,2,0.9900782,2.08014E-05,0.009900782,2.16915E-07,2.10183E-05,2.10E-05,2.08E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.999771551,1,1,0.999771551,0.999771551,1,0.022844912,2,0.989668991,0.00043001,0.00989669,4.309E-06,0.000434319,4.42E-04,4.38E-04,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.992129166,1,1,0.992129166,0.992129166,1,0.787083402,2,0.990086296,1.27053E-05,0.009900863,1.35953E-07,1.28412E-05,1.28E-05,1.27E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991438084,1,1,0.991438084,0.991438084,1,0.856191578,2,0.990087321,1.16797E-05,0.009900873,1.25698E-07,1.18054E-05,1.18E-05,1.17E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.999022872,1,1,0.999022872,0.999022872,1,0.097712835,2,0.989996746,0.000102255,0.009899967,1.03145E-06,0.000103286,1.03E-04,1.02E-04,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.992232537,1,1,0.992232537,0.992232537,1,0.776746343,2,0.990086127,1.28743E-05,0.009900861,1.37644E-07,1.3012E-05,1.30E-05,1.29E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990875148,1,1,0.990875148,0.990875148,1,0.912485164,2,0.990088042,1.09592E-05,0.00990088,1.18493E-07,1.10777E-05,1.11E-05,1.10E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997879365,1,1,0.997879365,0.997879365,1,0.212063469,2,0.990051851,4.71497E-05,0.009900519,4.80398E-07,4.763E-05,4.76E-05,4.72E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.992641173,1,1,0.992641173,0.992641173,1,0.735882727,2,0.990085412,1.35892E-05,0.009900854,1.44793E-07,1.3734E-05,1.37E-05,1.36E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.994336392,1,1,0.994336392,0.994336392,1,0.566360772,2,0.990081344,1.76567E-05,0.009900813,1.85468E-07,1.78421E-05,1.78E-05,1.77E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.994947926,1,1,0.994947926,0.994947926,1,0.505207417,2,0.990079207,1.97939E-05,0.009900792,2.0684E-07,2.00007E-05,2.00E-05,1.98E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990789848,1,1,0.990789848,0.990789848,1,0.921015158,2,0.990088143,1.08577E-05,0.009900881,1.17478E-07,1.09752E-05,1.10E-05,1.09E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.992293228,1,1,0.992293228,0.992293228,1,0.770677205,2,0.990086025,1.29757E-05,0.00990086,1.38658E-07,1.31144E-05,1.31E-05,1.30E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997927198,1,1,0.997927198,0.997927198,1,0.207280203,2,0.990050764,4.82373E-05,0.009900508,4.91274E-07,4.87286E-05,4.87E-05,4.82E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991548006,1,1,0.991548006,0.991548006,1,0.845199399,2,0.990087169,1.18316E-05,0.009900872,1.27217E-07,1.19589E-05,1.19E-05,1.18E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.998261635,1,1,0.998261635,0.998261635,1,0.173836509,2,0.990041488,5.75129E-05,0.009900415,5.8403E-07,5.80969E-05,5.81E-05,5.75E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.996311262,1,1,0.996311262,0.996311262,1,0.368873814,2,0.990071892,2.7109E-05,0.009900719,2.79991E-07,2.7389E-05,2.74E-05,2.71E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.992427445,1,1,0.992427445,0.992427445,1,0.757255508,2,0.990085795,1.32057E-05,0.009900858,1.40958E-07,1.33467E-05,1.33E-05,1.32E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993878143,1,1,0.993878143,0.993878143,1,0.612185684,2,0.990082666,1.6335E-05,0.009900827,1.72251E-07,1.65073E-05,1.65E-05,1.63E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997046345,1,1,0.997046345,0.997046345,1,0.295365468,2,0.990065146,3.38548E-05,0.009900651,3.47449E-07,3.42022E-05,3.42E-05,3.39E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.995752781,1,1,0.995752781,0.995752781,1,0.424721874,2,0.990075456,2.35446E-05,0.009900755,2.44347E-07,2.3789E-05,2.38E-05,2.35E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.996768654,1,1,0.996768654,0.996768654,1,0.323134564,2,0.990068055,3.09458E-05,0.009900681,3.18359E-07,3.12642E-05,3.13E-05,3.09E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.994337666,1,1,0.994337666,0.994337666,1,0.566233368,2,0.99008134,1.76606E-05,0.009900813,1.85507E-07,1.78461E-05,1.78E-05,1.77E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997463256,1,1,0.997463256,0.997463256,1,0.253674359,2,0.990059583,3.94176E-05,0.009900596,4.03077E-07,3.98207E-05,3.98E-05,3.94E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.996824244,1,1,0.996824244,0.996824244,1,0.31757562,2,0.990067514,3.14874E-05,0.009900675,3.23775E-07,3.18112E-05,3.18E-05,3.15E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99487488,1,1,0.99487488,0.99487488,1,0.51251204,2,0.990079489,1.95118E-05,0.009900795,2.04019E-07,1.97158E-05,1.97E-05,1.95E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993532186,1,1,0.993532186,0.993532186,1,0.646781354,2,0.99008354,1.54613E-05,0.009900835,1.63514E-07,1.56248E-05,1.56E-05,1.55E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.992941014,1,1,0.992941014,0.992941014,1,0.705898582,2,0.990084835,1.41665E-05,0.009900848,1.50566E-07,1.4317E-05,1.43E-05,1.42E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990033863,1,1,0.990033863,0.990033863,1,0.996613727,2,0.990088967,1.00341E-05,0.00990089,1.09242E-07,1.01433E-05,1.01E-05,1.00E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991578162,1,1,0.991578162,0.991578162,1,0.842183842,2,0.990087127,1.1874E-05,0.009900871,1.27641E-07,1.20016E-05,1.20E-05,1.19E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.994058051,1,1,0.994058051,0.994058051,1,0.594194877,2,0.990082172,1.68296E-05,0.009900822,1.77197E-07,1.70068E-05,1.70E-05,1.68E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997681137,1,1,0.997681137,0.997681137,1,0.23188633,2,0.990055881,4.31203E-05,0.009900559,4.40104E-07,4.35604E-05,4.36E-05,4.31E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.994014107,1,1,0.994014107,0.994014107,1,0.598589326,2,0.990082295,1.6706E-05,0.009900823,1.75961E-07,1.6882E-05,1.69E-05,1.67E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.999610604,1,1,0.999610604,0.999610604,1,0.038939599,2,0.989843736,0.000255265,0.009898437,2.56155E-06,0.000257826,2.59E-04,2.57E-04,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.998199314,1,1,0.998199314,0.998199314,1,0.180068634,2,0.990043478,5.55234E-05,0.009900435,5.64135E-07,5.60876E-05,5.61E-05,5.55E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.996397208,1,1,0.996397208,0.996397208,1,0.360279214,2,0.990071245,2.77556E-05,0.009900712,2.86457E-07,2.80421E-05,2.80E-05,2.78E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991241525,1,1,0.991241525,0.991241525,1,0.875847481,2,0.990087583,1.14176E-05,0.009900876,1.23077E-07,1.15407E-05,1.15E-05,1.14E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993932078,1,1,0.993932078,0.993932078,1,0.606792214,2,0.990082521,1.64802E-05,0.009900825,1.73703E-07,1.66539E-05,1.66E-05,1.65E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.998506276,1,1,0.998506276,0.998506276,1,0.149372415,2,0.990032075,6.69257E-05,0.009900321,6.78158E-07,6.76039E-05,6.76E-05,6.69E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.9976724,1,1,0.9976724,0.9976724,1,0.23276002,2,0.990056043,4.29585E-05,0.00990056,4.38486E-07,4.33969E-05,4.34E-05,4.30E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.992833925,1,1,0.992833925,0.992833925,1,0.716607509,2,0.990085046,1.39548E-05,0.00990085,1.48449E-07,1.41032E-05,1.41E-05,1.40E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.998088009,1,1,0.998088009,0.998088009,1,0.191199125,2,0.990046708,5.22927E-05,0.009900467,5.31828E-07,5.28245E-05,5.28E-05,5.23E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.995454845,1,1,0.995454845,0.995454845,1,0.454515503,2,0.990077,2.20014E-05,0.00990077,2.28915E-07,2.22303E-05,2.22E-05,2.20E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990340686,1,1,0.990340686,0.990340686,1,0.96593143,2,0.990088648,1.03528E-05,0.009900886,1.12429E-07,1.04652E-05,1.05E-05,1.04E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.991484523,1,1,0.991484523,0.991484523,1,0.85154768,2,0.990087258,1.17434E-05,0.009900873,1.26335E-07,1.18698E-05,1.19E-05,1.17E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.990592177,1,1,0.990592177,0.990592177,1,0.94078226,2,0.990088372,1.06296E-05,0.009900884,1.15197E-07,1.07448E-05,1.07E-05,1.06E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99038483,1,1,0.99038483,0.99038483,1,0.961517037,2,0.990088601,1.04003E-05,0.009900886,1.12904E-07,1.05132E-05,1.05E-05,1.04E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.99650496,1,1,0.99650496,0.99650496,1,0.349503975,2,0.99007039,2.86113E-05,0.009900704,2.95014E-07,2.89063E-05,2.89E-05,2.86E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993318594,1,1,0.993318594,0.993318594,1,0.668140588,2,0.990084034,1.4967E-05,0.00990084,1.58571E-07,1.51256E-05,1.51E-05,1.50E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.993427095,1,1,0.993427095,0.993427095,1,0.657290527,2,0.990083787,1.52141E-05,0.009900838,1.61042E-07,1.53751E-05,1.54E-05,1.52E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.994774739,1,1,0.994774739,0.994774739,1,0.522526056,2,0.990079863,1.91378E-05,0.009900799,2.00279E-07,1.93381E-05,1.93E-05,1.91E-05,,,
dominancecoeff,1.00E-07,0.001,0.1,1,0.99,1,1,0.997145173,1,1,0.997145173,0.997145173,1,0.285482728,2,0.990063975,3.50265E-05,0.00990064,3.59166E-07,3.53857E-05,3.54E-05,3.50E-05,,,
